patient_id,ESR1,PGR,FOXA1,GATA3,XBP1,MLPH,BAG1,BCL2,NAT1,SLC39A6,ERBB2,GRB7,STARD3,MMP11,CDC6,MKI67,CCNB1,MYBL2,BIRC5,UBE2C,AURKA,CENPF,CEP55,TYMS,PTTG1,RRM2,EXO1,ORC6L,NDC80,NUF2,MELK,KIF2C,ANLN,CCNE1,EGFR,KRT5,KRT14,KRT17,SFRP1,MIA,FGFR4,BLVRA,MDM2,PHGDH,CDH3,ACTR3B,MMP11B,FOXC1,TMEM45B,MYC,PWY1,PWY2,PWY3,PWY4,PWY5,PWY6,PWY7,PWY8,PWY9,PWY10,PWY11,PWY12,PWY13,PWY14,PWY15,PWY16,PWY17,PWY18,PWY19,PWY20,PWY21,PWY22,PWY23,PWY24,PWY25,PWY26,PWY27,PWY28,PWY29,PWY30,PWY31,PWY32,PWY33,PWY34,PWY35,PWY36,PWY37,PWY38,PWY39,PWY40
SYN-0000,-1.0501228434328311,-1.864703854713741,-3.3492296471261245,-1.961295080227862,-5.870680986509242,1.6652783791271433,-0.02975022814343742,-2.1746931714761746,0.7901674321402903,-2.9609980914850516,-0.09538074967130497,-2.7287435222486938,-2.8328064196090716,-2.1552727175647686,-0.9661183250511141,-0.07041884442496782,0.3037802441985298,1.8337061399828336,-0.21314532240873207,-0.786218833327151,3.0124659082832084,1.4730494153009905,1.6113724813484958,2.157372443758105,0.035157614096760215,1.6651721580991952,-0.2579518608955147,-0.49184411823635726,0.5093379376592037,-0.3140617281496765,2.4475958112788385,1.3707755793163119,0.07091959645857454,2.1410874224042873,1.6074888907438236,3.010287326884911,1.1537780622884246,2.8447794645784867,0.9175439884112079,4.050144384328283,-1.9310080759814983,0.3052774615664544,-1.8332507182881792,-0.3237810286433803,0.9624783234402635,-0.3083914257607479,0.9178273625734024,2.009503860931856,0.6644972210433493,-2.143866572960407,-0.11093243030883881,-0.1244201305627396,-0.4984357615051687,-0.6778379054920761,0.07593186622794576,1.2831202033385165,-1.0971917600254122,-0.8901347069441969,2.094707757174253,-1.0321258621129792,0.9106570187522021,-0.3919168729452118,3.0302671262799907,-0.08444890798688354,-0.8040886503062386,-0.8337257102554061,1.7803178503238613,1.9447284797638655,0.6398883834936534,-1.794499215006085,-2.100633101675049,0.13625662099527247,-2.159114233788451,0.11920083286574329,-0.7590985930442304,-0.8133752163577541,-0.3294937479937422,1.38486747900516,-1.2536691422719317,-0.9729225367788393,-1.5930656790823496,0.32718404691832814,0.1477569439920133,0.11389628699018273,-0.2969933856552397,-2.2995034017082694,-1.304679834759665,2.34229255230748,-2.409484532299329,-2.8797696677449545
SYN-0001,-1.1659291020306208,-2.90381347361777,-1.652721785334176,-1.6065162581740007,-4.292492480199169,2.7134348554718946,0.1494857903343424,-3.9171458583715744,-1.5862440842544419,-0.9641811420674968,-0.5078045661491125,-2.721540038767211,-3.276628782898077,-2.1345025819691723,-1.02585603943145,0.8723575068129723,1.5407538366212559,4.11428349971696,0.4281682673314047,-0.3566537395489512,4.479567517668867,1.3072135577426467,2.9125791735756534,1.5638399969077823,0.7683578457335696,3.858098032309006,-1.3983804320383253,-0.5099372901608306,-1.167160210541225,0.011859856624529597,2.5367157811750554,0.8346618864226016,-0.1245454316764587,1.1365283222035332,2.7787816348204477,1.4809391278672022,-0.9010086786055058,0.8481744256370902,0.5320059314935216,3.6631571872550097,-0.9702880587746425,1.5980340212544113,-0.1561231111010846,-1.5262514186312248,2.3710151080277964,-1.3053064567586643,-0.38790808640540275,1.0871238505721923,-2.4598837285806283,-3.0248068290577423,2.5929638205667596,1.3540033009368826,0.2281490914207126,0.2636972756006626,0.7993339352243097,1.9585143207505114,-0.6557736168917992,-0.5599505455133374,4.25394818679945,0.46839853633454953,-3.028609136596783,-1.1605969972286605,1.6829346632245707,0.4222518759186016,-1.7991237845880284,-0.3701666487363991,0.9137797953577156,2.0743791391416653,0.44803744180980665,-1.3201119795108573,0.9431387236981903,-0.05993774247474781,-0.8513316706731153,0.29601197842633564,-1.8664941575261826,-0.557702166994922,-0.176219849493462,-0.36372186874254725,0.15113990805658617,-0.317378255797343,-1.6303900198391832,0.5927805026847037,-0.10125909855229676,-1.0792159698737538,-1.1157821149495175,-2.4779177616306747,0.10185008065922618,0.6121445506505472,-0.3565937836674554,-4.720111468723816
SYN-0002,3.065808532860379,3.095023332845356,0.2500006675193638,2.3684078853151287,4.387641957393218,-2.7595207812029328,1.216437696602632,2.9004034737225357,0.29135475975674235,2.2766834310581463,-2.995382650487845,1.681362792005914,-0.9399597626559846,0.4981045722453193,1.5751332157983522,-2.664801397028192,0.11975532594713845,-1.7394508184331252,-2.32745768712513,-2.560051949203916,-1.5965176334965885,-1.7597123790115163,-0.7211233436288123,-2.063965703165687,-2.5302357788140317,-1.0884771673379405,-0.36856458975624307,-1.8624307485227896,1.6882777788752226,-2.3197428185131166,-4.196607962386192,-1.2566007322057087,-0.03377112693405626,1.4649985345679184,-1.5592245889850216,-0.9068486392658264,-1.2980586617987102,-2.449544586513072,0.9366230745605558,-3.587496129835,2.2323095082188,0.14998116760662816,-0.15732646477856116,2.4895636301199495,-0.029031732626726203,0.7930173155208018,-1.269683492850215,-0.675012484086839,3.3970850630397216,4.799536615089515,-1.0801724535115749,-0.6910834119931033,0.5828676915711486,-1.734888424188049,1.0964874312393986,-0.6853921533975551,-0.42243618247227355,2.327246665264019,-0.5547632847757169,0.12861173673220194,0.6305396669273963,-1.6889023564910566,-1.4605527116207415,-0.07803100153633102,1.3598432722579836,2.2859667259049066,-1.0112366665344352,-0.6255827226887982,-1.4250029653988299,1.3568543067987888,2.797764660973086,-0.14241060753240808,1.372299994459473,-3.0074729519990364,1.292236696466276,0.09332134521863482,0.27683847733156075,-0.9861632633099867,0.3702530402443096,1.099792342646731,1.3026987522915467,0.01761690926034784,1.2502315390725176,-0.37966893251889433,0.03756685139996496,1.4393046696907763,0.6541328217317721,-2.757970704195085,1.461207163056876,1.2214842722376238
SYN-0003,-1.6507481618842066,-1.6426146959320507,0.45920041878358075,0.19795308968131164,-2.2797093159295487,0.5045622081298061,1.14356966958032,-1.843900606401672,-2.07468528776934,-0.15374040228801933,1.8237988121685735,1.2750548338802778,1.1042773257027187,1.4801374084039403,-0.833001965422884,1.3443966841519877,-0.857363538406544,1.2306142205863908,0.40690244583484736,1.631068542007807,-0.5372843592712737,1.933508741961293,2.2283119566148675,-0.6893091149873581,-0.5523604893375368,0.9664783663305045,1.1247111554296827,3.533840904302937,-2.3941677409222564,1.0070296118660078,0.739880850310721,1.365098468600934,-0.6020651972302604,-3.7672141929759673,0.1826113928769607,2.9039294186551206,0.6299534752271994,0.602470879113352,0.5515809688949029,0.2243291626151267,-2.505784407812482,-1.5897793870849992,0.530990016662469,-1.4960807051221225,0.904379386074954,-1.2551102849187308,1.2931695937720173,0.33476001344754686,1.7909440424415233,-1.5112451999721523,0.3136748680534921,-0.07208302804110525,0.46850719752844133,-2.1610757642119425,0.15988768441403095,0.8315899547674126,1.8339623741193,-3.0829042966889295,-3.999320182505138,-1.163199023113346,0.044239990994760676,0.5429402867207557,-0.42430105505908833,-3.6043038953185498,-0.2588441415528193,0.41970150543915485,0.4217155331123013,-0.29223913689223,0.6549566952101478,0.34600231014838445,1.061388717537618,0.6516372829735068,2.1656689801440576,1.111514733570624,-0.17267546498248743,1.5015541468872056,-0.3766695369445584,-0.8789547681232596,-2.063268367831767,2.610224383872946,-0.7390675016535424,1.0975539145738702,-3.41466147666678,2.859356549144029,-1.0686264464490693,0.5126998379628697,-0.8081271166442385,-1.2254603733068397,0.14579604350984443,-2.182843401006756
SYN-0004,0.9111317953258693,-0.7220805970894475,2.4430162013672034,0.9964497901255477,3.3120870032973952,-2.0264237997339616,0.4078165648195836,3.3195153301357783,-0.17746908247008797,0.307331173703853,1.3783183903639555,-2.0904777297498214,-0.2486240343363262,-0.589109728256225,-1.096959513383715,1.823137691462959,0.801769623950904,1.4663306940087484,0.5203047300454208,2.4362474676882635,-0.4365370604930823,-0.7935628413463365,1.1883100473654449,-0.8613897127919273,0.8559617108934053,-0.35492475505572885,-0.41573173742079217,-1.5031040826180613,-0.28221630967103417,-0.8413597765625311,-0.023591279052778247,0.8450076911437205,-0.7029530056145412,-0.5896864578539252,-0.2593204249788228,-0.09137151541337568,-0.019801420938885983,0.24676920550643455,-1.464128012333993,-1.5046568712460153,1.5514296003290584,-0.9849746538027877,-0.3815323162246427,-0.9693688594840164,0.26824315775335505,0.1750363428740609,0.5162536037286349,0.8723383011049565,1.9226479500528588,-1.0511693743207677,-1.19556326320919,-0.9560503174962286,0.6400716095512665,0.9173867164175806,0.14161464892069153,-1.0615276531028466,-0.4081904631808514,0.533263719789862,0.6419705312881874,0.3551365291721873,-0.25866557163307335,1.6670949799384949,0.5200515330149309,0.6253566562039231,0.9430904900319035,0.43865287367450634,-1.6614248987001639,-1.3942592959973925,-0.4394371155487839,0.5411115390679189,1.614736271898149,-0.14902207033489617,-0.874990507454299,-0.543651334728086,-0.2625858841599452,-0.1602839094386755,-0.9770423524067738,-0.13185511482579024,-0.4601810004712371,0.05753007478392741,0.6565830237415744,1.343928672001423,-2.0945563379932866,0.4104934954304321,0.23759667944626778,1.0920271793020881,0.1878218678466624,-1.273015872228633,-0.19522063494310155,2.4173746037225827
SYN-0005,-0.2960572854614407,-3.854807416366728,-0.5589156670735822,-3.0574018688326756,-5.539946522967147,2.4589087132283636,0.012853565846278836,-1.407403830742664,-0.746548485906231,-2.032802705656408,-1.2948593444870553,-4.564700280153163,-2.8654413036559414,-1.3836165018408915,1.3623524224774843,2.1271611134173125,1.1244797726620304,1.6230203455246381,2.747302900587682,1.070245262942886,2.4161999719978695,0.5315986506130328,0.6809035600025968,0.9254146090077184,1.3395157109649496,3.147211721322299,-0.28864934086698535,-1.208933725488523,-0.740076692648881,1.6193547802984665,2.785517657946565,0.42787425933336987,-1.2554308139602965,0.840479745586312,0.5091292133865135,0.47457781591455794,1.2841934375847694,3.9703164857445925,0.2536066196292027,2.845202997103275,-1.3975380519031324,1.3299900931421929,-0.07394867381316075,-0.4209732960389553,3.4783030155838626,0.9162317790780676,-0.2176034170415101,0.7723229760549484,-0.19795181536835665,-4.004664028831479,2.3248561851285805,0.34544550352598574,-0.5655611883216438,-1.6598014745714553,0.15729588663013855,2.1580653005332984,0.3145147911392219,-0.13392904413926515,2.664552818395941,0.5105093718991855,-0.4028933176499392,2.2328161295822517,0.8186824472991097,1.8019299097333084,-2.2739093763306504,-0.7525358537572717,0.5354037092005598,1.7671348534210125,2.716965348659989,-1.075861913375301,0.2296181532115954,-0.289740819179092,-0.24601550408164274,-0.8311544187033466,1.6632899167723902,-1.6369606551927578,0.5165446944076933,1.3482412880409085,1.3428434807783702,-0.3650747723851363,0.19551051362647898,-0.83071703806833,-1.7569271346793203,-1.7681733126087935,-0.4280771529321057,-2.283861208360542,-0.31017080736902214,1.2054481393299257,-0.7650374438745574,-3.113224159227582
SYN-0006,-2.606580223623527,-0.047405252106338,-1.5459739549667653,-0.3856807038769876,-2.5197206777989,0.15250270300445684,2.439885186642194,-0.7789496930599449,-0.8079242374202275,0.24657371050703197,2.431486074676276,-1.105100436909594,2.106044578099424,1.9478343374131315,-2.348243723340672,2.04794330554096,1.387355736047581,1.1377550669612058,2.9833399839986816,1.8295885884733005,0.2515430958135385,-0.3102076110380503,0.09208534082810971,0.5270143402061471,1.697583984774474,1.243711980761115,-0.6024674149100205,1.8435051201358206,-1.4615198071438034,-0.023241603479227546,1.3156629082107327,1.3112539891014308,-1.5538977929768176,-3.7602801143206306,-0.5704089041787822,1.935623482168772,-1.5523396074382068,0.18255850189304504,-1.2614682022479884,1.0551141675429998,-0.032113091411402506,0.39812884615632116,0.428926092821736,-0.17186310371600916,2.3870021097604206,0.5005376149167773,-1.2315096456357906,-1.1505101905104236,0.43983676182737813,-1.1600371942706391,-0.6725257293340273,-1.4607467782746577,0.32646348284091553,-0.7709605543653095,1.1434380797932737,0.3899994734660074,2.3378993973169524,-2.6509244923476962,-3.008240376073422,0.08453469277870562,0.5214602529586349,2.0087076278392058,-2.3330823633951656,-3.3439601119072666,0.16921390640200934,-1.7530624962335748,-0.6088566496934856,-1.4569638952183475,0.134500333997043,0.08655220032603878,-1.6730266921805124,-1.3260963751630044,0.3089974921931249,0.3687463174921102,0.7602841473282356,-0.823211249840173,2.0779594117209053,1.126472287012401,-1.8984508932665396,1.3105337916268038,1.219027051658499,0.6638351287827686,-3.785560107633012,2.887569617544716,-2.4675225930873173,0.11507824566985334,-1.6177697897505565,-0.7930208136613707,-0.8440076122808083,1.9074283341492915
SYN-0007,2.820635881937721,1.1185293117192174,3.119037850626357,0.7055404371896503,1.7255968083945892,0.49862574190268316,0.8816651850305489,2.2784991050623074,-1.6675847972899298,-0.23039918563728756,0.057166840509515586,2.213873490046825,0.35524867919808306,2.2117719607097435,-1.6352148673245972,1.1801778031969339,-0.1150170408800398,1.892266152123323,0.24201901845923868,0.34134106871409303,-0.11118051711031629,0.2700876109537244,-0.6489028529038698,-1.0461963318862972,-0.3421558264135942,0.6715507835850975,0.2991929762727471,0.24463630072063577,-0.2333131605130303,1.5567208259926473,0.22249310130441802,-0.682555635061025,-0.408966205949663,-1.533016398167996,-1.932828287964587,-1.1775831602259585,-0.658028439361808,1.1088147971843696,0.018504433131021902,0.8010576613347227,-0.16681666619363988,0.06492153862945926,0.18951982734469858,1.2521435506498082,-0.5045019786724798,1.4062819256907044,-0.32859603611978916,-1.881426205505496,1.1058912612259642,-0.8507288482687647,-2.4638802394715382,-1.591599809172111,0.425484722769566,-0.06474920457671929,0.23565446409820334,0.893416622488593,1.2878210116953266,0.527154919660427,-1.5748968213790613,0.7024031889622302,1.874172705301343,0.14443292176913974,-1.5321097740261542,-0.870275107971971,0.27718408542616774,-0.9610509572108192,0.42312690533652686,-0.7883428765235267,-0.6270876954740792,-0.16387144923598218,0.6269456615997333,0.5382749360261436,-0.2533570362729539,-1.0924510346946583,-0.7883221231087373,1.2767902576221961,0.0666411714190711,0.7061907370925963,-0.18478593688082987,1.1549022093876622,1.9441329669272847,-0.15598250483332304,-2.3419533492105504,-0.6636365336052925,0.6311925055529343,0.14585732488448866,-0.11383570812882729,-1.240790808449027,-0.22775729281960688,1.8314542512627279
SYN-0008,0.0011595498777445812,-0.0675436682339301,4.385050026157155,0.09000261900759132,2.622455766074068,-0.3098244859443332,2.716876130228998,2.0561734161199228,-0.1710645544134556,1.1928564441280738,-0.09817022751959045,-0.6342550295110223,2.646692602861918,-0.5292278474025685,-2.231816397346247,-1.660324723148308,-0.1333633213624763,0.4931725559757383,0.24825661946071206,-0.4400282217041956,-1.1065544832025895,-0.24643876676093251,0.6283042314057704,-1.1897072264537798,-1.401565474363291,-0.8280239703784674,-0.7536542887760919,1.269193535510719,0.6978229707291419,-2.1249391743782207,-0.1817846302043804,0.565348831466209,0.1800988444181883,-0.927372839893623,0.7328303463543377,-2.6429251014135664,0.7737427138301174,-0.765851285156635,-1.3277062438281488,-1.8300601458692891,2.311114085850602,-1.0970101525969265,-0.4470814563318805,-0.8156613090723588,-0.924012502982122,1.7345358596142795,0.09080914488121977,-1.7660727230458166,-1.0888512619080308,1.1418248700827411,-1.4324395821674514,-0.9223284462654198,0.18322783926098463,-1.414282556082529,0.16226195907397623,-1.2449494238671563,1.5974678722601796,-0.6902455446357859,-1.1160681877568017,1.1967617827554797,0.8053047492820107,0.1021941120041474,0.20620216978176337,-1.2199844458683005,-0.15321978241354794,0.3279747033132449,-0.7099517552279294,-2.0592368829373564,0.14533467111312415,0.07696896770532075,0.12380322746069339,0.21124859533563953,-1.4671086434369183,-1.406156800886174,0.457433771983216,1.48157738725207,-0.05693131375625504,0.2363784814324976,0.026040924942774185,1.8816032156943328,2.424867296064601,1.4252640374499825,-0.3294647745109176,-0.25425000062035646,0.07105259282542786,2.0988244897373063,2.537999697975238,0.998843508858127,-0.9777792176401076,2.548434238277574
SYN-0009,2.039865179571088,3.003275772036808,2.2386653864911175,1.7087810991204668,6.342941455821545,-4.061191067581531,-0.9372730217075853,2.8478298679340965,-0.8778943307085073,2.788155801986015,-1.157889384514012,1.1453502849498687,-0.3583445548810691,-2.4239131609867828,-0.9906666993011408,-1.50578676166579,-3.078122545514619,0.500952073519475,-2.7262317250285393,-0.7091269852634585,-1.0079064563966085,-0.7602441591059285,-3.14856760364668,-0.33321766829355814,-1.6027164933124585,-0.24461296070301608,0.11105476332500058,-2.2052015576995756,1.4893439229411127,-1.0746308869318275,-1.3921929464426492,-0.9638731932238219,0.672487252124588,0.9844214225269915,-1.7496729809510152,-2.6290955557094313,-0.556184742092649,-3.1947209460390704,-0.9120314257269959,-3.4630210998221265,1.6359603150660298,0.13520517459562775,0.6893658565021759,2.531644968375017,-1.5278829674054952,-0.5919037888836209,1.0496195625557725,-1.2004812213661376,2.1911329582304186,3.651783716958561,-2.076961950802921,-0.6751448605262318,-0.28085622542563204,-0.756258995763334,-0.5028121619877802,-1.4215426028657612,-0.8380324659942058,2.589579727051402,0.5357204489094615,1.403117222367706,1.7053835822647452,-2.6874710979558247,0.49186909617784735,1.0787494820176753,-1.4919577388915006,0.4224176655148971,-1.2752304689020422,-2.0833564707714847,-1.3781793330382586,0.06453774728538975,0.6173083077231881,-0.0017115368055818925,0.2670708680488787,0.4743857810848897,1.7105686025365718,0.5807421289692691,1.8372396414468808,1.5432559765922187,2.2282825533990747,-2.592833148616168,1.4682368214268675,0.5832318226521529,0.14937942225421197,-0.8140985621590501,2.1250989869699146,0.03490387354102564,-0.005413701939559882,-1.1316229096875494,0.21948533429328632,2.4949624428857615
